FMTNAME,START,END,LABEL,MIN,MAX,DEFAULT,LENGTH,FUZZ,TYPE,HLO,DATATYPE
X1018F,5,5,5:  3+ six packs (12oz bottles/c,1,40,32,32,1E-12,N,,
X1019F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X1019F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X1019F,1,1,1:  1-2 glasses (5oz),1,40,32,32,1E-12,N,,
X1019F,2,2,2:  1/2 carafe (12.5oz),1,40,32,32,1E-12,N,,
X1019F,3,3,3:  1 bottle,1,40,32,32,1E-12,N,,
X1019F,4,4,4:  2-4 bottles,1,40,32,32,1E-12,N,,
X1019F,5,5,5:  5 or more bottles of wine or,1,40,32,32,1E-12,N,,
X101F,.,.Z,XSPECF5.,1,40,15,15,1E-12,N,F,
X101F,LOW,0,XSPECF5.,1,40,15,15,1E-12,N,LF,
X101F,1,1,1:  <3 months,1,40,15,15,1E-12,N,,
X101F,2,2,2:  3-6 months,1,40,15,15,1E-12,N,,
X101F,3,3,3:  7-12 months,1,40,15,15,1E-12,N,,
X101F,4,4,4:  1-5 years,1,40,15,15,1E-12,N,,
X101F,5,5,5:  6+ years,1,40,15,15,1E-12,N,,
X1020F,.,.Z,XSPECF5.,1,40,23,23,1E-12,N,F,
X1020F,LOW,0,XSPECF5.,1,40,23,23,1E-12,N,LF,
X1020F,1,1,1:  35 hrs or more/wk,1,40,23,23,1E-12,N,,
X1020F,2,2,2:  Less than 35 hrs/wk,1,40,23,23,1E-12,N,,
X1021F,.,.Z,XSPECF5.,1,40,15,15,1E-12,N,F,
X1021F,LOW,0,XSPECF5.,1,40,15,15,1E-12,N,LF,
X1021F,1,1,1:  <3 months,1,40,15,15,1E-12,N,,
X1021F,2,2,2:  3-6 months,1,40,15,15,1E-12,N,,
X1021F,3,3,3:  7-12 months,1,40,15,15,1E-12,N,,
X1021F,4,4,4:  1-5 years,1,40,15,15,1E-12,N,,
X1021F,5,5,5:  6+ years,1,40,15,15,1E-12,N,,
X1022F,.,.Z,XSPECF5.,1,40,26,26,1E-12,N,F,
X1022F,LOW,0,XSPECF5.,1,40,26,26,1E-12,N,LF,
X1022F,1,1,1:  Drops or a little more,1,40,26,26,1E-12,N,,
X1022F,2,2,2:  Small splashes,1,40,26,26,1E-12,N,,
X1022F,3,3,3:  Or more,1,40,26,26,1E-12,N,,
X1023F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X1023F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X1023F,1,1,1:  English,1,40,32,32,1E-12,N,,
X1023F,2,2,2:  English + Spanish simultaneo,1,40,32,32,1E-12,N,,
X1023F,3,3,3:  Spanish,1,40,32,32,1E-12,N,,
X1023F,99,99,99:  Or something else,1,40,32,32,1E-12,N,,
X1024F,.,.Z,XSPECF5.,1,40,30,30,1E-12,N,F,
X1024F,LOW,0,XSPECF5.,1,40,30,30,1E-12,N,LF,
X1024F,1,1,1:  Every day,1,40,30,30,1E-12,N,,
X1024F,2,2,2:  5-6 days a week,1,40,30,30,1E-12,N,,
X1024F,3,3,3:  3-4 days a week,1,40,30,30,1E-12,N,,
X1024F,4,4,4:  1-2 days a week,1,40,30,30,1E-12,N,,
X1024F,5,5,"5:  Or, less often than weekly",1,40,30,30,1E-12,N,,
X1025F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X1025F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X1025F,1,1,1:  Has not sought treatment,1,40,32,32,1E-12,N,,
X1025F,2,2,2:  Sought and received treatmen,1,40,32,32,1E-12,N,,
X1025F,3,3,"3:  Sought, but did not receive",1,40,32,32,1E-12,N,,
X1026F,.,.Z,XSPECF5.,1,40,29,29,1E-12,N,F,
X1026F,LOW,0,XSPECF5.,1,40,29,29,1E-12,N,LF,
X1026F,1,1,1:  I do not have the symptom,1,40,29,29,1E-12,N,,
X1026F,2,2,2:  Rarely,1,40,29,29,1E-12,N,,
X1026F,3,3,3:  A few times,1,40,29,29,1E-12,N,,
X1026F,4,4,4:  Fairly often,1,40,29,29,1E-12,N,,
X1026F,5,5,5:  Usually,1,40,29,29,1E-12,N,,
X1026F,6,6,6:  Almost always,1,40,29,29,1E-12,N,,
X1027F,.,.Z,XSPECF5.,1,40,31,31,1E-12,N,F,
X1027F,LOW,0,XSPECF5.,1,40,31,31,1E-12,N,LF,
X1027F,1,1,1:  Less than 3 months,1,40,31,31,1E-12,N,,
X1027F,2,2,2:  3 to less than 6 months,1,40,31,31,1E-12,N,,
X1027F,3,3,3:  6 to less than 12 months,1,40,31,31,1E-12,N,,
X1027F,4,4,4:  1 year to less than 5 years,1,40,31,31,1E-12,N,,
X1027F,5,5,5:  5 years or more,1,40,31,31,1E-12,N,,
X1028F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X1028F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X1028F,1,1,1:  Less than 5 hours a night,1,40,32,32,1E-12,N,,
X1028F,2,2,2:  Or more than 5 hours a night,1,40,32,32,1E-12,N,,
X1029F,.,.Z,XSPECF5.,1,40,31,31,1E-12,N,F,
X1029F,LOW,0,XSPECF5.,1,40,31,31,1E-12,N,LF,
X1029F,1,1,1:  Less than once per month,1,40,31,31,1E-12,N,,
X1029F,2,2,2:  One or more times per month,1,40,31,31,1E-12,N,,
X1029F,3,3,3:  One or more times per week,1,40,31,31,1E-12,N,,
X1029F,4,4,4:  Everyday,1,40,31,31,1E-12,N,,
X102F,.,.Z,XSPECF5.,1,40,26,26,1E-12,N,F,
X102F,LOW,0,XSPECF5.,1,40,26,26,1E-12,N,LF,
X102F,1,1,1:  Drops or a little more,1,40,26,26,1E-12,N,,
X102F,2,2,2:  Small splashes,1,40,26,26,1E-12,N,,
X102F,3,3,3:  Or more,1,40,26,26,1E-12,N,,
X1030F,.,.Z,XSPECF5.,1,40,25,25,1E-12,N,F,
X1030F,LOW,0,XSPECF5.,1,40,25,25,1E-12,N,LF,
X1030F,1,1,1:  Married,1,40,25,25,1E-12,N,,
X1030F,2,2,2: Living with a partner,1,40,25,25,1E-12,N,,
X1030F,3,3,3:  Divorced/separated,1,40,25,25,1E-12,N,,
X1030F,4,4,4:  Widowed,1,40,25,25,1E-12,N,,
X1030F,5,5,"5:  Single, never married",1,40,25,25,1E-12,N,,
X1030F,99,99,99:  Other,1,40,25,25,1E-12,N,,
X1031F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X1031F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X1031F,1,1,1:  No protection,1,40,32,32,1E-12,N,,
X1031F,2,2,"2:  Tissue, toilet paper, or pap",1,40,32,32,1E-12,N,,
X1031F,3,3,3:  Minipad or pantiliner,1,40,32,32,1E-12,N,,
X1031F,4,4,4:  Menstrual pad,1,40,32,32,1E-12,N,,
X1031F,5,5,"5:  Incontinence pad (Poise, Ser",1,40,32,32,1E-12,N,,
X1031F,6,6,6:  Incontinence diaper (Attends,1,40,32,32,1E-12,N,,
X1031F,7,7,7:  Something else,1,40,32,32,1E-12,N,,
X1032F,.,.Z,XSPECF5.,1,40,24,24,1E-12,N,F,
X1032F,LOW,0,XSPECF5.,1,40,24,24,1E-12,N,LF,
X1032F,1,1,1:  None of the time,1,40,24,24,1E-12,N,,
X1032F,2,2,2:  A little of the time,1,40,24,24,1E-12,N,,
X1032F,3,3,3:  Some of the time,1,40,24,24,1E-12,N,,
X1032F,4,4,4:  Most of the time,1,40,24,24,1E-12,N,,
X1032F,5,5,5:  All of the time,1,40,24,24,1E-12,N,,
X1033F,.,.Z,XSPECF5.,1,40,26,26,1E-12,N,F,
X1033F,LOW,0,XSPECF5.,1,40,26,26,1E-12,N,LF,
X1033F,1,1,1:  Not at all,1,40,26,26,1E-12,N,,
X1033F,2,2,2:  Once,1,40,26,26,1E-12,N,,
X1033F,3,3,3:  A few times (2-3),1,40,26,26,1E-12,N,,
X1033F,4,4,4:  Several times (4-6),1,40,26,26,1E-12,N,,
X1033F,5,5,5:  Many times (7 or more),1,40,26,26,1E-12,N,,
X1033F,6,6,6:  Everyday,1,40,26,26,1E-12,N,,
X1034F,.,.Z,XSPECF5.,1,40,14,14,1E-12,N,F,
X1034F,LOW,0,XSPECF5.,1,40,14,14,1E-12,N,LF,
X1034F,1,1,1:  Not at all,1,40,14,14,1E-12,N,,
X1034F,2,2,2:  Slightly,1,40,14,14,1E-12,N,,
X1034F,3,3,3:  Moderately,1,40,14,14,1E-12,N,,
X1034F,4,4,4:  Greatly,1,40,14,14,1E-12,N,,
X1035F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,F,
X1035F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,LF,
X1035F,1,1,1:  Yes,1,40,8,8,1E-12,N,,
X1035F,2,2,2:  No,1,40,8,8,1E-12,N,,
X1036F,.,.Z,XSPECF5.,1,40,16,16,1E-12,N,F,
X1036F,LOW,0,XSPECF5.,1,40,16,16,1E-12,N,LF,
X1036F,1,1,1:  Zero,1,40,16,16,1E-12,N,,
X1036F,2,2,2:  One,1,40,16,16,1E-12,N,,
X1036F,3,3,3:  Two or three,1,40,16,16,1E-12,N,,
X1036F,4,4,4:  Four or more,1,40,16,16,1E-12,N,,
X1037F,.,.Z,XSPECF5.,1,40,23,23,1E-12,N,F,
X1037F,LOW,0,XSPECF5.,1,40,23,23,1E-12,N,LF,
X1037F,1,1,1: 10 minutes or less,1,40,23,23,1E-12,N,,
X1037F,2,2,2: More than 10 minutes,1,40,23,23,1E-12,N,,
X1038F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X1038F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X1038F,1,1,1: 6 months or less,1,40,32,32,1E-12,N,,
X1038F,2,2,"2: More than 6 months, less than",1,40,32,32,1E-12,N,,
X1038F,3,3,"3: More than 1 year, less than 2",1,40,32,32,1E-12,N,,
X1038F,4,4,"4: More than 2 years, less than",1,40,32,32,1E-12,N,,
X1038F,5,5,5: 5 years or more,1,40,32,32,1E-12,N,,
X1039F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,F,
X1039F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,LF,
X1039F,1,1,1: AM,1,40,8,8,1E-12,N,,
X1039F,2,2,2: PM,1,40,8,8,1E-12,N,,
X103F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X103F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X103F,1,1,1:  English,1,40,32,32,1E-12,N,,
X103F,2,2,2:  English + Spanish simultaneo,1,40,32,32,1E-12,N,,
X103F,3,3,3:  Spanish,1,40,32,32,1E-12,N,,
X103F,99,99,99:  Or something else,1,40,32,32,1E-12,N,,
X1040F,.,.Z,XSPECF5.,1,40,14,14,1E-12,N,F,
X1040F,LOW,0,XSPECF5.,1,40,14,14,1E-12,N,LF,
X1040F,1,1,1: Abdominally,1,40,14,14,1E-12,N,,
X1040F,2,2,2: Vaginally,1,40,14,14,1E-12,N,,
X1041F,.,.Z,XSPECF5.,1,40,26,26,1E-12,N,F,
X1041F,LOW,0,XSPECF5.,1,40,26,26,1E-12,N,LF,
X1041F,1,1,1: Almost always or always,1,40,26,26,1E-12,N,,
X1041F,2,2,2: Most times,1,40,26,26,1E-12,N,,
X1041F,3,3,3: Sometimes,1,40,26,26,1E-12,N,,
X1041F,4,4,4: A few times,1,40,26,26,1E-12,N,,
X1041F,5,5,5: Almost never or never,1,40,26,26,1E-12,N,,
X1042F,.,.Z,XSPECF5.,1,40,23,23,1E-12,N,F,
X1042F,LOW,0,XSPECF5.,1,40,23,23,1E-12,N,LF,
X1042F,1,1,1: Almost never/never,1,40,23,23,1E-12,N,,
X1042F,2,2,2: A few times,1,40,23,23,1E-12,N,,
X1042F,3,3,3: Sometimes,1,40,23,23,1E-12,N,,
X1042F,4,4,4: Most times,1,40,23,23,1E-12,N,,
X1042F,5,5,5: Almost always/always,1,40,23,23,1E-12,N,,
X1043F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X1043F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X1043F,1,1,1: As a result of a fall from a,1,40,32,32,1E-12,N,,
X1043F,2,2,2: Because of a harder fall,1,40,32,32,1E-12,N,,
X1043F,3,3,3: Or from a car accident or oth,1,40,32,32,1E-12,N,,
X1043F,99,99,99: Other,1,40,32,32,1E-12,N,,
X1044F,.,.Z,XSPECF5.,1,40,28,28,1E-12,N,F,
X1044F,LOW,0,XSPECF5.,1,40,28,28,1E-12,N,LF,
X1044F,1,1,1: Black or African American,1,40,28,28,1E-12,N,,
X1044F,2,2,2: Asian,1,40,28,28,1E-12,N,,
X1044F,3,3,3: White or Caucasian,1,40,28,28,1E-12,N,,
X1044F,99,99,99: Other,1,40,28,28,1E-12,N,,
X1045F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X1045F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X1045F,1,1,1: Continue more than 10 minutes,1,40,32,32,1E-12,N,,
X1045F,2,2,2: Disappear in 10 minutes,1,40,32,32,1E-12,N,,
X1046F,.,.Z,XSPECF5.,1,40,20,20,1E-12,N,F,
X1046F,LOW,0,XSPECF5.,1,40,20,20,1E-12,N,LF,
X1046F,1,1,1: Correct address,1,40,20,20,1E-12,N,,
X1046F,2,2,2: Incorrect address,1,40,20,20,1E-12,N,,
X1047F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,F,
X1047F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,LF,
X1047F,1,1,1: Day,1,40,8,8,1E-12,N,,
X1047F,2,2,2: Week,1,40,8,8,1E-12,N,,
X1047F,3,3,3: Month,1,40,8,8,1E-12,N,,
X1047F,4,4,4: Year,1,40,8,8,1E-12,N,,
X1048F,.,.Z,XSPECF5.,1,40,27,27,1E-12,N,F,
X1048F,LOW,0,XSPECF5.,1,40,27,27,1E-12,N,LF,
X1048F,1,1,1: Door to door enumeration,1,40,27,27,1E-12,N,,
X1048F,2,2,2: Resident list,1,40,27,27,1E-12,N,,
X1049F,.,.Z,XSPECF5.,1,40,10,10,1E-12,N,F,
X1049F,LOW,0,XSPECF5.,1,40,10,10,1E-12,N,LF,
X1049F,1,1,1: English,1,40,10,10,1E-12,N,,
X1049F,2,2,2: Spanish,1,40,10,10,1E-12,N,,
X104F,.,.Z,XSPECF5.,1,40,30,30,1E-12,N,F,
X104F,LOW,0,XSPECF5.,1,40,30,30,1E-12,N,LF,
X104F,1,1,1:  Every day,1,40,30,30,1E-12,N,,
X104F,2,2,2:  5-6 days a week,1,40,30,30,1E-12,N,,
X104F,3,3,3:  3-4 days a week,1,40,30,30,1E-12,N,,
X104F,4,4,4:  1-2 days a week,1,40,30,30,1E-12,N,,
X104F,5,5,"5:  Or, less often than weekly",1,40,30,30,1E-12,N,,
X1050F,.,.Z,XSPECF5.,1,40,12,12,1E-12,N,F,
X1050F,LOW,0,XSPECF5.,1,40,12,12,1E-12,N,LF,
X1050F,1,1,1: Excellent,1,40,12,12,1E-12,N,,
X1050F,2,2,2: Very good,1,40,12,12,1E-12,N,,
X1050F,3,3,3: Good,1,40,12,12,1E-12,N,,
X1050F,4,4,4: Fair,1,40,12,12,1E-12,N,,
X1050F,5,5,5: Poor,1,40,12,12,1E-12,N,,
X1051F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X1051F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X1051F,1,1,1: Extremely difficult or imposs,1,40,32,32,1E-12,N,,
X1051F,2,2,2: Very difficult,1,40,32,32,1E-12,N,,
X1051F,3,3,3: Difficult,1,40,32,32,1E-12,N,,
X1051F,4,4,4: Slightly difficult,1,40,32,32,1E-12,N,,
X1051F,5,5,5: Not difficult,1,40,32,32,1E-12,N,,
X1052F,.,.Z,XSPECF5.,1,40,22,22,1E-12,N,F,
X1052F,LOW,0,XSPECF5.,1,40,22,22,1E-12,N,LF,
X1052F,1,1,1: Extremely difficult,1,40,22,22,1E-12,N,,
X1052F,2,2,2: Very difficult,1,40,22,22,1E-12,N,,
X1052F,3,3,3: Difficult,1,40,22,22,1E-12,N,,
X1052F,4,4,4: Slightly difficult,1,40,22,22,1E-12,N,,
X1052F,5,5,5: Not difficult,1,40,22,22,1E-12,N,,
X1053F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X1053F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X1053F,1,1,1: Extremely unimportant,1,40,32,32,1E-12,N,,
X1053F,2,2,2: Unimportant,1,40,32,32,1E-12,N,,
X1053F,3,3,"3: Neither un-important, nor imp",1,40,32,32,1E-12,N,,
X1053F,4,4,4: Important,1,40,32,32,1E-12,N,,
X1053F,5,5,5: Extremely important,1,40,32,32,1E-12,N,,
X1054F,.,.Z,XSPECF5.,1,40,21,21,1E-12,N,F,
X1054F,LOW,0,XSPECF5.,1,40,21,21,1E-12,N,LF,
X1054F,1,1,1: Have never had sex,1,40,21,21,1E-12,N,,
X1054F,2,2,2: Only with women,1,40,21,21,1E-12,N,,
X1054F,3,3,3: Mostly with women,1,40,21,21,1E-12,N,,
X1054F,4,4,4: Both women and men,1,40,21,21,1E-12,N,,
X1054F,5,5,5: Mostly with men,1,40,21,21,1E-12,N,,
X1054F,6,6,6: Only with men,1,40,21,21,1E-12,N,,
X1055F,.,.Z,XSPECF5.,1,40,15,15,1E-12,N,F,
X1055F,LOW,0,XSPECF5.,1,40,15,15,1E-12,N,LF,
X1055F,1,1,1: Heterosexual,1,40,15,15,1E-12,N,,
X1055F,2,2,2: Gay,1,40,15,15,1E-12,N,,
X1055F,3,3,3: Bisexual,1,40,15,15,1E-12,N,,
X1055F,4,4,4: Asexual,1,40,15,15,1E-12,N,,
X1055F,5,5,5: Other,1,40,15,15,1E-12,N,,
X1056F,.,.Z,XSPECF5.,1,40,10,10,1E-12,N,F,
X1056F,LOW,0,XSPECF5.,1,40,10,10,1E-12,N,LF,
X1056F,1,1,1: In-home,1,40,10,10,1E-12,N,,
X1056F,2,2,2: Other,1,40,10,10,1E-12,N,,
X1057F,.,.Z,XSPECF5.,1,40,12,12,1E-12,N,F,
X1057F,LOW,0,XSPECF5.,1,40,12,12,1E-12,N,LF,
X1057F,1,1,1: In-person,1,40,12,12,1E-12,N,,
X1057F,2,2,2: Telephone,1,40,12,12,1E-12,N,,
X1057F,3,3,3: Mixed,1,40,12,12,1E-12,N,,
X1058F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,F,
X1058F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,LF,
X1058F,1,1,1: Lbs,1,40,8,8,1E-12,N,,
X1058F,2,2,2: Kgs,1,40,8,8,1E-12,N,,
X1059F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,F,
X1059F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,LF,
X1059F,1,1,1: Left,1,40,8,8,1E-12,N,,
X1059F,2,2,2: Right,1,40,8,8,1E-12,N,,
X105F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X105F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X105F,1,1,1:  Has not sought treatment,1,40,32,32,1E-12,N,,
X105F,2,2,2:  Sought and received treatmen,1,40,32,32,1E-12,N,,
X105F,3,3,"3:  Sought, but did not receive",1,40,32,32,1E-12,N,,
X1060F,.,.Z,XSPECF5.,1,40,26,26,1E-12,N,F,
X1060F,LOW,0,XSPECF5.,1,40,26,26,1E-12,N,LF,
X1060F,1,1,1: Less than 1 hour,1,40,26,26,1E-12,N,,
X1060F,2,2,2: 1 but less than 2 hours,1,40,26,26,1E-12,N,,
X1060F,3,3,3: 2-4 hours,1,40,26,26,1E-12,N,,
X1060F,4,4,4: More than 4 hours,1,40,26,26,1E-12,N,,
X1061F,.,.Z,XSPECF5.,1,40,31,31,1E-12,N,F,
X1061F,LOW,0,XSPECF5.,1,40,31,31,1E-12,N,LF,
X1061F,1,1,1: Less than 3 months,1,40,31,31,1E-12,N,,
X1061F,2,2,"2: More than 3, but less than 6",1,40,31,31,1E-12,N,,
X1061F,3,3,"3: More than 6 months, but less",1,40,31,31,1E-12,N,,
X1061F,4,4,4: A year or longer,1,40,31,31,1E-12,N,,
X1062F,.,.Z,XSPECF5.,1,40,17,17,1E-12,N,F,
X1062F,LOW,0,XSPECF5.,1,40,17,17,1E-12,N,LF,
X1062F,1,1,1: Light Clothing,1,40,17,17,1E-12,N,,
X1062F,2,2,2: Undergarments,1,40,17,17,1E-12,N,,
X1063F,.,.Z,XSPECF5.,1,40,17,17,1E-12,N,F,
X1063F,LOW,0,XSPECF5.,1,40,17,17,1E-12,N,LF,
X1063F,1,1,1: Light clothing,1,40,17,17,1E-12,N,,
X1063F,2,2,2: Undergarments,1,40,17,17,1E-12,N,,
X1064F,.,.Z,XSPECF5.,1,40,19,19,1E-12,N,F,
X1064F,LOW,0,XSPECF5.,1,40,19,19,1E-12,N,LF,
X1064F,1,1,1: Mainly sitting,1,40,19,19,1E-12,N,,
X1064F,2,2,2: Sitting/standing,1,40,19,19,1E-12,N,,
X1064F,3,3,3: Walking < 50lb,1,40,19,19,1E-12,N,,
X1064F,4,4,4: Walking > 50lb,1,40,19,19,1E-12,N,,
X1065F,.,.Z,XSPECF5.,1,40,9,9,1E-12,N,F,
X1065F,LOW,0,XSPECF5.,1,40,9,9,1E-12,N,LF,
X1065F,1,1,1: Male,1,40,9,9,1E-12,N,,
X1065F,2,2,2: Female,1,40,9,9,1E-12,N,,
X1066F,.,.Z,XSPECF5.,1,40,31,31,1E-12,N,F,
X1066F,LOW,0,XSPECF5.,1,40,31,31,1E-12,N,LF,
X1066F,1,1,"1: Mexican, Mexican American or",1,40,31,31,1E-12,N,,
X1066F,2,2,2: Puerto Rican,1,40,31,31,1E-12,N,,
X1066F,3,3,3: Cuban,1,40,31,31,1E-12,N,,
X1066F,99,99,99: Other Hispanic/Latino,1,40,31,31,1E-12,N,,
X1067F,.,.Z,XSPECF5.,1,40,9,9,1E-12,N,F,
X1067F,LOW,0,XSPECF5.,1,40,9,9,1E-12,N,LF,
X1067F,1,1,1: Months,1,40,9,9,1E-12,N,,
X1067F,2,2,2: Years,1,40,9,9,1E-12,N,,
X1068F,.,.Z,XSPECF5.,1,40,16,16,1E-12,N,F,
X1068F,LOW,0,XSPECF5.,1,40,16,16,1E-12,N,LF,
X1068F,1,1,1: Never,1,40,16,16,1E-12,N,,
X1068F,2,2,2: Rarely,1,40,16,16,1E-12,N,,
X1068F,3,3,3: A few times,1,40,16,16,1E-12,N,,
X1068F,4,4,4: Fairly often,1,40,16,16,1E-12,N,,
X1068F,5,5,5: Usually,1,40,16,16,1E-12,N,,
X1068F,6,6,6: Almost always,1,40,16,16,1E-12,N,,
X1069F,.,.Z,XSPECF5.,1,40,15,15,1E-12,N,F,
X1069F,LOW,0,XSPECF5.,1,40,15,15,1E-12,N,LF,
X1069F,1,1,1: Never,1,40,15,15,1E-12,N,,
X1069F,2,2,2: Seldom,1,40,15,15,1E-12,N,,
X1069F,3,3,3: Occasionally,1,40,15,15,1E-12,N,,
X1069F,4,4,4: Often,1,40,15,15,1E-12,N,,
X106F,.,.Z,XSPECF5.,1,40,29,29,1E-12,N,F,
X106F,LOW,0,XSPECF5.,1,40,29,29,1E-12,N,LF,
X106F,1,1,1:  I do not have the symptom,1,40,29,29,1E-12,N,,
X106F,2,2,2:  Rarely,1,40,29,29,1E-12,N,,
X106F,3,3,3:  A few times,1,40,29,29,1E-12,N,,
X106F,4,4,4:  Fairly often,1,40,29,29,1E-12,N,,
X106F,5,5,5:  Usually,1,40,29,29,1E-12,N,,
X106F,6,6,6:  Almost always,1,40,29,29,1E-12,N,,
X1070F,.,.Z,XSPECF5.,1,40,25,25,1E-12,N,F,
X1070F,LOW,0,XSPECF5.,1,40,25,25,1E-12,N,LF,
X1070F,1,1,1: None of the time,1,40,25,25,1E-12,N,,
X1070F,2,2,2: A little of the time,1,40,25,25,1E-12,N,,
X1070F,3,3,3: Some of the time,1,40,25,25,1E-12,N,,
X1070F,4,4,4: A good bit of the time,1,40,25,25,1E-12,N,,
X1070F,5,5,5: Most of the time,1,40,25,25,1E-12,N,,
X1070F,6,6,6: All of the time,1,40,25,25,1E-12,N,,
X1071F,.,.Z,XSPECF5.,1,40,23,23,1E-12,N,F,
X1071F,LOW,0,XSPECF5.,1,40,23,23,1E-12,N,LF,
X1071F,1,1,1: None of the time,1,40,23,23,1E-12,N,,
X1071F,2,2,2: A little of the time,1,40,23,23,1E-12,N,,
X1071F,3,3,3: Some of the time,1,40,23,23,1E-12,N,,
X1071F,4,4,4: Most of the time,1,40,23,23,1E-12,N,,
X1071F,5,5,5: All of the time,1,40,23,23,1E-12,N,,
X1072F,.,.Z,XSPECF5.,1,40,14,14,1E-12,N,F,
X1072F,LOW,0,XSPECF5.,1,40,14,14,1E-12,N,LF,
X1072F,1,1,1: Not at all,1,40,14,14,1E-12,N,,
X1072F,2,2,2: Slightly,1,40,14,14,1E-12,N,,
X1072F,3,3,3: Moderatley,1,40,14,14,1E-12,N,,
X1072F,4,4,4: Quite a bit,1,40,14,14,1E-12,N,,
X1072F,5,5,5: Extremely,1,40,14,14,1E-12,N,,
X1073F,.,.Z,XSPECF5.,1,40,13,13,1E-12,N,F,
X1073F,LOW,0,XSPECF5.,1,40,13,13,1E-12,N,LF,
X1073F,1,1,1: Not at all,1,40,13,13,1E-12,N,,
X1073F,2,2,2: Some,1,40,13,13,1E-12,N,,
X1073F,3,3,3: A lot,1,40,13,13,1E-12,N,,
X1074F,.,.Z,XSPECF5.,1,40,22,22,1E-12,N,F,
X1074F,LOW,0,XSPECF5.,1,40,22,22,1E-12,N,LF,
X1074F,1,1,1: Not impotent,1,40,22,22,1E-12,N,,
X1074F,2,2,2: Minimally impotent,1,40,22,22,1E-12,N,,
X1074F,3,3,3: Moderately impotent,1,40,22,22,1E-12,N,,
X1074F,4,4,4: Completely impotent,1,40,22,22,1E-12,N,,
X1075F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,F,
X1075F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,LF,
X1075F,1,1,1: One,1,40,8,8,1E-12,N,,
X1075F,2,2,2: Two,1,40,8,8,1E-12,N,,
X1076F,.,.Z,XSPECF5.,1,40,14,14,1E-12,N,F,
X1076F,LOW,0,XSPECF5.,1,40,14,14,1E-12,N,LF,
X1076F,1,1,1: Pediatric,1,40,14,14,1E-12,N,,
X1076F,2,2,2: Adult,1,40,14,14,1E-12,N,,
X1076F,3,3,3: Large adult,1,40,14,14,1E-12,N,,
X1076F,4,4,4: Thigh,1,40,14,14,1E-12,N,,
X1077F,.,.Z,XSPECF5.,1,40,23,23,1E-12,N,F,
X1077F,LOW,0,XSPECF5.,1,40,23,23,1E-12,N,LF,
X1077F,1,1,1: Primary,1,40,23,23,1E-12,N,,
X1077F,2,2,2: Re-appointed primary,1,40,23,23,1E-12,N,,
X1078F,.,.Z,XSPECF5.,1,40,14,14,1E-12,N,F,
X1078F,LOW,0,XSPECF5.,1,40,14,14,1E-12,N,LF,
X1078F,1,1,1: Scheduled,1,40,14,14,1E-12,N,,
X1078F,2,2,2: On the spot,1,40,14,14,1E-12,N,,
X1079F,.,.Z,XSPECF5.,1,40,13,13,1E-12,N,F,
X1079F,LOW,0,XSPECF5.,1,40,13,13,1E-12,N,LF,
X1079F,1,1,1: Sitting,1,40,13,13,1E-12,N,,
X1079F,2,2,2: Lying down,1,40,13,13,1E-12,N,,
X107F,.,.Z,XSPECF5.,1,40,31,31,1E-12,N,F,
