FMTNAME,START,END,LABEL,MIN,MAX,DEFAULT,LENGTH,FUZZ,PREFIX,MULT,FILL,NOEDIT,TYPE,SEXCL,EEXCL,HLO,DECSEP,DIG3SEP,DATATYPE,LANGUAGE
LIVTRANS,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
LIVTRANS,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
LIVTRX,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
LIVTRX,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
LOBDISRY,0,0,Absent,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
LOBDISRY,1,1,Present,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
LOCAL,1,1,Local independently owned pharmacy,1,40,34,34,1E-12,,0,,0,N,N,N,,,,,
LRDTHOTH,1,1,Other Specify,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
LVBIOPYN,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
LVBIOPYN,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
MAIL,1,1,Mail-order pharmacy,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
MALLORY,0,0,None to rare,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
MALLORY,1,1,Definitely present,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
MEDCONT,1,1,Continuing,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
MEDCONT,2,2,Stop Date:,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
MEDHXYN,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
MEDHXYN,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
MEDICAL,1,1,Positive,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
MEDICAL,2,2,Negative,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
MEDICAL,3,3,Neutral,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
MEDICAL,4,4,Did not occur,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
MEDLIVHX,1,1,HCV,1,46,46,46,1E-12,,0,,0,N,N,N,,,,,
MEDLIVHX,2,2,HBV,1,46,46,46,1E-12,,0,,0,N,N,N,,,,,
MEDLIVHX,3,3,Alcohol-related liver disease,1,46,46,46,1E-12,,0,,0,N,N,N,,,,,
MEDLIVHX,4,4,Non-alcoholic fatty liver disease (NALFD/NASH),1,46,46,46,1E-12,,0,,0,N,N,N,,,,,
MEDLIVHX,5,5,Wilson's disease,1,46,46,46,1E-12,,0,,0,N,N,N,,,,,
MEDLIVHX,6,6,Hemochromatosis,1,46,46,46,1E-12,,0,,0,N,N,N,,,,,
MEDLIVHX,7,7,Primary biliary cirrhosis,1,46,46,46,1E-12,,0,,0,N,N,N,,,,,
MEDLIVHX,8,8,Primary sclerosing cholangitis,1,46,46,46,1E-12,,0,,0,N,N,N,,,,,
MEDLIVHX,9,9,Gilbert's syndrome,1,46,46,46,1E-12,,0,,0,N,N,N,,,,,
MEDLIVHX,10,10,A1AT deficiency,1,46,46,46,1E-12,,0,,0,N,N,N,,,,,
MEDLIVHX,11,11,Unexplained abnormal liver tests,1,46,46,46,1E-12,,0,,0,N,N,N,,,,,
MEDLIVHX,12,12,Cirrhosis-unspecified,1,46,46,46,1E-12,,0,,0,N,N,N,,,,,
MEDLIVHX,13,13,Ischemic hepatitis,1,46,46,46,1E-12,,0,,0,N,N,N,,,,,
MEDLIVHX,14,14,Liver transplantation,1,46,46,46,1E-12,,0,,0,N,N,N,,,,,
MEDLIVHX,15,15,Hepatitis A,1,46,46,46,1E-12,,0,,0,N,N,N,,,,,
MEDLIVHX,16,16,Autoimmune hepatitis,1,46,46,46,1E-12,,0,,0,N,N,N,,,,,
MEDLIVHX,17,17,Family history of liver disease,1,46,46,46,1E-12,,0,,0,N,N,N,,,,,
NATIONAL,1,1,National pharmacy chain,1,40,23,23,1E-12,,0,,0,N,N,N,,,,,
NECROLY,1,1,Toxic epidermal necrolysis,1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
NECROSIS,0,0,None,1,40,20,20,1E-12,,0,,0,N,N,N,,,,,
NECROSIS,1,1,Bridging necrosis,1,40,20,20,1E-12,,0,,0,N,N,N,,,,,
NECROSIS,2,2,Multiacinar collapse,1,40,20,20,1E-12,,0,,0,N,N,N,,,,,
NEUTRO,0,0,None to mild,1,40,20,20,1E-12,,0,,0,N,N,N,,,,,
NEUTRO,1,1,Noticeably increased,1,40,20,20,1E-12,,0,,0,N,N,N,,,,,
NEUTRPEN,1,1,Neutropenia,1,40,11,11,1E-12,,0,,0,N,N,N,,,,,
NLLRDTH,1,1,Non liver-releated death,1,42,42,42,1E-12,,0,,0,N,N,N,,,,,
NLLRDTH,2,2,Liver-related death (check all that apply),1,42,42,42,1E-12,,0,,0,N,N,N,,,,,
NODULAR,1,1,Nodular contour of liver,1,40,24,24,1E-12,,0,,0,N,N,N,,,,,
NODUTRAN,0,0,Absent,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
NODUTRAN,1,1,Present,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
NONDILI,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
NORMAL,1,1,Normal study,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
OTHRPHAR,1,1,Other type,1,40,10,10,1E-12,,0,,0,N,N,N,,,,,
PAINWORK,1,1,Not at all,1,40,11,11,1E-12,,0,,0,N,N,N,,,,,
PAINWORK,2,2,Slightly,1,40,11,11,1E-12,,0,,0,N,N,N,,,,,
PAINWORK,3,3,Moderately,1,40,11,11,1E-12,,0,,0,N,N,N,,,,,
PAINWORK,4,4,Quite a bit,1,40,11,11,1E-12,,0,,0,N,N,N,,,,,
PAINWORK,5,5,Extremely,1,40,11,11,1E-12,,0,,0,N,N,N,,,,,
PALGYHX,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
PALGYHX,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
PASHEPA,0,0,Absent,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
PASHEPA,1,1,Present,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
PASMACRO,0,0,None,1,40,9,9,1E-12,,0,,0,N,N,N,,,,,
PASMACRO,1,1,Scattered,1,40,9,9,1E-12,,0,,0,N,N,N,,,,,
PASMACRO,2,2,Clusters,1,40,9,9,1E-12,,0,,0,N,N,N,,,,,
PASTHX,1,1,Diabetes/endocrine disorder,1,61,61,61,1E-12,,0,,0,N,N,N,,,,,
PASTHX,2,2,Infectious disease,1,61,61,61,1E-12,,0,,0,N,N,N,,,,,
PASTHX,3,3,Psychiatric disease,1,61,61,61,1E-12,,0,,0,N,N,N,,,,,
PASTHX,4,4,Neurological disease,1,61,61,61,1E-12,,0,,0,N,N,N,,,,,
PASTHX,5,5,Heart disease,1,61,61,61,1E-12,,0,,0,N,N,N,,,,,
PASTHX,6,6,Hypertension,1,61,61,61,1E-12,,0,,0,N,N,N,,,,,
PASTHX,7,7,Renal disease,1,61,61,61,1E-12,,0,,0,N,N,N,,,,,
PASTHX,8,8,Pulmonary disease,1,61,61,61,1E-12,,0,,0,N,N,N,,,,,
PASTHX,9,9,Gastrointestinal disease,1,61,61,61,1E-12,,0,,0,N,N,N,,,,,
PASTHX,10,10,Malignancy,1,61,61,61,1E-12,,0,,0,N,N,N,,,,,
PASTHX,11,11,Autoimmune/collagen vascular disease,1,61,61,61,1E-12,,0,,0,N,N,N,,,,,
PASTHX,12,12,Congestive heart failure,1,61,61,61,1E-12,,0,,0,N,N,N,,,,,
PASTHX,13,13,Hypotension,1,61,61,61,1E-12,,0,,0,N,N,N,,,,,
PASTHX,14,14,Reproductive issues,1,61,61,61,1E-12,,0,,0,N,N,N,,,,,
PASTHX,15,15,Organ transplantation (other than liver),1,61,61,61,1E-12,,0,,0,N,N,N,,,,,
PASTHX,16,16,Acute hypotension (one week prior to DILI onset),1,61,61,61,1E-12,,0,,0,N,N,N,,,,,
PASTHX,17,17,Acute congestive heart failure (one week prior to DILI onset),1,61,61,61,1E-12,,0,,0,N,N,N,,,,,
PASTHX,98,98,Other (specify),1,61,61,61,1E-12,,0,,0,N,N,N,,,,,
PATINJUR,1,1,Acute hepatic,1,42,42,42,1E-12,,0,,0,N,N,N,,,,,
PATINJUR,2,2,Chronic hepatic,1,42,42,42,1E-12,,0,,0,N,N,N,,,,,
PATINJUR,3,3,Acute cholestatic,1,42,42,42,1E-12,,0,,0,N,N,N,,,,,
PATINJUR,4,4,Chronic cholestatic,1,42,42,42,1E-12,,0,,0,N,N,N,,,,,
PATINJUR,5,5,Combined hepatic/ cholestatic,1,42,42,42,1E-12,,0,,0,N,N,N,,,,,
PATINJUR,6,6,Granulomatous,1,42,42,42,1E-12,,0,,0,N,N,N,,,,,
PATINJUR,7,7,"Steatotic, macrovesicular",1,42,42,42,1E-12,,0,,0,N,N,N,,,,,
PATINJUR,8,8,"Steatotic, microvesicular",1,42,42,42,1E-12,,0,,0,N,N,N,,,,,
PATINJUR,9,9,Steatohepatic,1,42,42,42,1E-12,,0,,0,N,N,N,,,,,
PATINJUR,10,10,"Coagulative /confluent necrosis, zonal",1,42,42,42,1E-12,,0,,0,N,N,N,,,,,
PATINJUR,11,11,"Coagulative /confluent necrosis, non-zonal",1,42,42,42,1E-12,,0,,0,N,N,N,,,,,
PATINJUR,12,12,Vascular,1,42,42,42,1E-12,,0,,0,N,N,N,,,,,
PATINJUR,13,13,Hepatocellular alteration,1,42,42,42,1E-12,,0,,0,N,N,N,,,,,
PATINJUR,14,14,Nodular regenerative hyperplasia,1,42,42,42,1E-12,,0,,0,N,N,N,,,,,
PATINJUR,15,15,Mixed or unclassified patterns,1,42,42,42,1E-12,,0,,0,N,N,N,,,,,
PATINJUR,16,16,"Mild, non-specific changes",1,42,42,42,1E-12,,0,,0,N,N,N,,,,,
PATINJUR,17,17,Absolutely normal,1,42,42,42,1E-12,,0,,0,N,N,N,,,,,
PATINJUR,18,18,Sub-massive/ massive necrosis,1,42,42,42,1E-12,,0,,0,N,N,N,,,,,
PEER,1,1,Positive,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
PEER,2,2,Negative,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
PEER,3,3,Neutral,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
PEER,4,4,Did not occur,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
PERISIN,0,0,None,1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
PERISIN,1,1,"Mild, requiring Masson to see",1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
PERISIN,2,2,"Moderate to marked, visible on H & E",1,40,36,36,1E-12,,0,,0,N,N,N,,,,,
PHOSHR,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
PHOSHR,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
PHQ02A,1,1,Alpacas,1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
PHQ02A,2,2,Chicken/duck/geese/turkeys,1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
PHQ02A,3,3,Cows,1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
PHQ02A,4,4,Goats,1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
PHQ02A,5,5,Horses,1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
PHQ02A,6,6,Ostriches,1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
PHQ02A,7,7,Pigs,1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
PHQ02A,8,8,Sheep,1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
PHQ02A,9,9,Farm Animals Other,1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
PHQ02A,10,10,Bats,1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
PHQ02A,11,11,Deer,1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
PHQ02A,12,12,Iguanas,1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
PHQ02A,13,13,Monkeys,1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
PHQ02A,14,14,Peacocks,1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
PHQ02A,15,15,Possums,1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
PHQ02A,16,16,Raccoons,1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
PHQ02A,17,17,Skunks,1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
PHQ02A,18,18,Snakes,1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
PHQ02A,19,19,Squirrels,1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
PHQ02A,20,20,Wild geese/ducks/turkeys,1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
PHQ02A,21,21,Wild Pigs/Wild Boars,1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
PHQ02A,22,22,Wild Animals Other,1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
PHQ04_,1,1,City or County Water,1,40,35,35,1E-12,,0,,0,N,N,N,,,,,
PHQ04_,2,2,Well Water,1,40,35,35,1E-12,,0,,0,N,N,N,,,,,
PHQ04_,3,3,Outdoor water from a lake or stream,1,40,35,35,1E-12,,0,,0,N,N,N,,,,,
PHQ04_,4,4,Bottled Water,1,40,35,35,1E-12,,0,,0,N,N,N,,,,,
PHQ04_,5,5,Other,1,40,35,35,1E-12,,0,,0,N,N,N,,,,,
PHQ3TAR,1,1,Rural,1,40,5,5,1E-12,,0,,0,N,N,N,,,,,
PHQ3TAR,2,2,Urban,1,40,5,5,1E-12,,0,,0,N,N,N,,,,,
PHQ8_,0,0,No,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
PHQ8_,1,1,Yes,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
PHQ8_,99,99,Unknown,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
PHQCOMP,1,1,Subject,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
PHQCOMP,98,98,Other,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
PHQYN,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
PHQYN,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
PHYN,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
PHYN,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
PHYSLV,0,0,No,1,40,25,25,1E-12,,0,,0,N,N,N,,,,,
PHYSLV,1,1,Yes,1,40,25,25,1E-12,,0,,0,N,N,N,,,,,
PHYSLV,3,3,Lab blood draw visit only,1,40,25,25,1E-12,,0,,0,N,N,N,,,,,
PHYSLV,99,99,Unknown,1,40,25,25,1E-12,,0,,0,N,N,N,,,,,
PIPE,1,1,Pipe,1,40,4,4,1E-12,,0,,0,N,N,N,,,,,
PIPE6_,1,1,Pipe,1,40,4,4,1E-12,,0,,0,N,N,N,,,,,
PLASMA,0,0,None to mild,1,40,20,20,1E-12,,0,,0,N,N,N,,,,,
PLASMA,1,1,Noticeably increased,1,40,20,20,1E-12,,0,,0,N,N,N,,,,,
PLATE,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
PLATE,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
PLATVALU,2,2,10^9/L OR 10^3/mm^3,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
PLATVALU,8,8,uL,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
PLIVHX,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
PLIVHX,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
PMEDHX,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
PMEDHX,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
PORTVENO,0,0,Absent,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
PORTVENO,1,1,Present,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
PRABPR,0,0,Absent,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
PRABPR,1,1,Present,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
PRAMI,0,0,Adequate (10 or more portal areas),1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
PRAMI,1,1,Marginally adequate (4-9 portal areas),1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
PRAMI,2,2,Inadequate (<4 portal areas),1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
PRAPOP,0,0,None to rare,1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
PRAPOP,1,1,Mild (<1 per 40x hpf),1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
PRAPOP,2,2,Moderate (1-3 per 40x hpf),1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
PRAPOP,3,3,Marked (>3 per 40x hpf),1,40,26,26,1E-12,,0,,0,N,N,N,,,,,
PRARP,0,0,Absent,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
PRARP,1,1,Rare positive cells,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
PRARP,2,2,Prominent,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
PRBALL,0,0,0,1,40,1,1,1E-12,,0,,0,N,N,N,,,,,
PRBALL,1,1,1,1,40,1,1,1E-12,,0,,0,N,N,N,,,,,
PRBALL,2,2,2,1,40,1,1,1E-12,,0,,0,N,N,N,,,,,
PRCHAR,0,0,Absent,1,40,30,30,1E-12,,0,,0,N,N,N,,,,,
PRCHAR,1,1,Predominantly macrovesicular,1,40,30,30,1E-12,,0,,0,N,N,N,,,,,
PRCHAR,2,2,Mixed macro and microvesicular,1,40,30,30,1E-12,,0,,0,N,N,N,,,,,
PRCHAR,3,3,Predominantly microvesicular,1,40,30,30,1E-12,,0,,0,N,N,N,,,,,
PRCHGE,0,0,None,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
PRCHGE,1,1,Scattered cells,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
PRCHGE,2,2,Diffuse,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
PRCHOL,0,0,No evident cholestasis,1,105,105,105,1E-12,,0,,0,N,N,N,,,,,
PRCHOL,1,1,Cholestasis identified only after careful high magnification search,1,105,105,105,1E-12,,0,,0,N,N,N,,,,,
PRCHOL,2,2,Cholestasis easily demonstrated at high magnification (40x) but not readily apparent at low magnification,1,105,105,105,1E-12,,0,,0,N,N,N,,,,,
PRCHOL,3,3,Cholestasis readily apparent at low magnification,1,105,105,105,1E-12,,0,,0,N,N,N,,,,,
PRCOAG,0,0,None,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
PRCOAG,1,1,Zone 1 predominant,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
PRCOAG,2,2,Zone 2 predominant,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
PRCOAG,3,3,Zone 3 predominant,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
PRCOAG,4,4,Panacinar,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
PRCOAG,5,5,Azonal,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
PRCOPP,0,0,None,1,55,55,55,1E-12,,0,,0,N,N,N,,,,,
PRCOPP,1,1,Periportal hepatocytes positive in <50% of portal areas,1,55,55,55,1E-12,,0,,0,N,N,N,,,,,
PRCOPP,2,2,Periportal hepatocytes positive in >50% of portal areas,1,55,55,55,1E-12,,0,,0,N,N,N,,,,,
PRDUIN,0,0,None,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
PRDUIN,1,1,Single duct,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
PRDUIN,2,2,Multiple ducts,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
PRDUPA,0,0,None discernible (ducts in >75% of portal areas),1,51,51,51,1E-12,,0,,0,N,N,N,,,,,
PRDUPA,1,1,Mild duct paucity (ducts in 50-75% of portal areas),1,51,51,51,1E-12,,0,,0,N,N,N,,,,,
PRDUPA,2,2,Moderate to marked (ducts in <50% of portal areas),1,51,51,51,1E-12,,0,,0,N,N,N,,,,,
PRDURE,0,0,None to mild,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
PRDURE,1,1,Prominent,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
PREGNANT,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
PREGNANT,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
PREGNANT,96,96,NA,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
PREGYN,0,0,No,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
PREGYN,1,1,Yes,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
PREGYN,96,96,Not applicable,1,40,14,14,1E-12,,0,,0,N,N,N,,,,,
PREGYN1_,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
PREGYN1_,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
PREVDX,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
PREVDX,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
PRFE,0,0,0 (granules absent or barely discernible x 400),1,55,55,55,1E-12,,0,,0,N,N,N,,,,,
PRFE,1,1,1+ (barely discernable x 250 or easily confirmed x 400),1,55,55,55,1E-12,,0,,0,N,N,N,,,,,
PRFE,2,2,2+ (Discrete granules resolved x 100),1,55,55,55,1E-12,,0,,0,N,N,N,,,,,
PRFE,3,3,3+ (Discrete granules resolved x 25),1,55,55,55,1E-12,,0,,0,N,N,N,,,,,
PRFE,4,4,4+ (Masses visible x 10 or naked eye),1,55,55,55,1E-12,,0,,0,N,N,N,,,,,
PRFIBR,0,0,None,1,40,33,33,1E-12,,0,,0,N,N,N,,,,,
PRFIBR,1,1,Portal fibrosis (some),1,40,33,33,1E-12,,0,,0,N,N,N,,,,,
PRFIBR,2,2,Portal fibrosis (most),1,40,33,33,1E-12,,0,,0,N,N,N,,,,,
PRFIBR,3,3,Occasional bridging,1,40,33,33,1E-12,,0,,0,N,N,N,,,,,
PRFIBR,4,4,Marked bridging,1,40,33,33,1E-12,,0,,0,N,N,N,,,,,
PRFIBR,5,5,Incomplete cirrhosis,1,40,33,33,1E-12,,0,,0,N,N,N,,,,,
PRFIBR,6,6,Established or probable cirrhosis,1,40,33,33,1E-12,,0,,0,N,N,N,,,,,
PRGPERF,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
PRGPERF,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
PRGPERF,96,96,NA,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
PRGRAN,0,0,None,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
PRGRAN,1,1,Microgranulomas only,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
PRGRAN,2,2,Non-necrotizing epithelioid granulomas,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
PRGRAN,3,3,Necrotizing granulomas,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
PRHEPA,0,0,None,1,40,21,21,1E-12,,0,,0,N,N,N,,,,,
PRHEPA,1,1,<5% of hepatocytes,1,40,21,21,1E-12,,0,,0,N,N,N,,,,,
PRHEPA,2,2,5-33% of hepatocytes,1,40,21,21,1E-12,,0,,0,N,N,N,,,,,
PRHEPA,3,3,33-66% of hepatocytes,1,40,21,21,1E-12,,0,,0,N,N,N,,,,,
PRHEPA,4,4,>66% of hepatocytes,1,40,21,21,1E-12,,0,,0,N,N,N,,,,,
PRINFL,0,0,0,1,40,1,1,1E-12,,0,,0,N,N,N,,,,,
PRINFL,1,1,1,1,40,1,1,1E-12,,0,,0,N,N,N,,,,,
PRINFL,2,2,2,1,40,1,1,1E-12,,0,,0,N,N,N,,,,,
PRINFL,3,3,3,1,40,1,1,1E-12,,0,,0,N,N,N,,,,,
PRINFL,4,4,4,1,40,1,1,1E-12,,0,,0,N,N,N,,,,,
PRINJR,1,1,Acute Hepatitic,1,40,32,32,1E-12,,0,,0,N,N,N,,,,,
PRINJR,2,2,Chronic Hepatitic,1,40,32,32,1E-12,,0,,0,N,N,N,,,,,
PRINJR,3,3,Acute Cholestatic,1,40,32,32,1E-12,,0,,0,N,N,N,,,,,
PRINJR,4,4,Chronic Cholestatic,1,40,32,32,1E-12,,0,,0,N,N,N,,,,,
PRINJR,5,5,Combined hepatitic/cholestatic,1,40,32,32,1E-12,,0,,0,N,N,N,,,,,
PRINJR,6,6,Granulomatous,1,40,32,32,1E-12,,0,,0,N,N,N,,,,,
PRINJR,7,7,"Steatotic, macrovesicular",1,40,32,32,1E-12,,0,,0,N,N,N,,,,,
PRINJR,8,8,"Steatotic, microvesicular",1,40,32,32,1E-12,,0,,0,N,N,N,,,,,
PRINJR,9,9,Steatohepatitic,1,40,32,32,1E-12,,0,,0,N,N,N,,,,,
PRINJR,10,10,"Coagulative necrosis, zonal",1,40,32,32,1E-12,,0,,0,N,N,N,,,,,
PRINJR,11,11,"Coagulative necrosis, non-zonal",1,40,32,32,1E-12,,0,,0,N,N,N,,,,,
PRINJR,12,12,Vascular,1,40,32,32,1E-12,,0,,0,N,N,N,,,,,
PRINJR,13,13,Hepatocellular alteration,1,40,32,32,1E-12,,0,,0,N,N,N,,,,,
PRINJR,14,14,Nodular regenerative hyperplasis,1,40,32,32,1E-12,,0,,0,N,N,N,,,,,
PRINJR,15,15,Mixed or unclassifiable patterns,1,40,32,32,1E-12,,0,,0,N,N,N,,,,,
PRINJR,16,16,"Mild, nonspecific changes",1,40,32,32,1E-12,,0,,0,N,N,N,,,,,
PRINJR,17,17,Absolutely normal,1,40,32,32,1E-12,,0,,0,N,N,N,,,,,
PRINJR,18,18,Sub-massive/massive necrosis,1,40,32,32,1E-12,,0,,0,N,N,N,,,,,
PRIORUSE,0,0,No,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
PRIORUSE,1,1,Yes,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
PRIORUSE,2,2,Cannot remember,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
PRIRON,0,0,0,1,40,1,1,1E-12,,0,,0,N,N,N,,,,,
PRIRON,1,1,1,1,40,1,1,1E-12,,0,,0,N,N,N,,,,,
PRIRON,2,2,2,1,40,1,1,1E-12,,0,,0,N,N,N,,,,,
PRIRON,3,3,3,1,40,1,1,1E-12,,0,,0,N,N,N,,,,,
PRIRON,4,4,4,1,40,1,1,1E-12,,0,,0,N,N,N,,,,,
PRLGHOSP,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
PRLGHOSP,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
PRLGHOSP,96,96,NA,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
PRLOCA,0,0,Not applicable,1,40,20,20,1E-12,,0,,0,N,N,N,,,,,
PRLOCA,1,1,Predominantly zone 3,1,40,20,20,1E-12,,0,,0,N,N,N,,,,,
PRLOCA,2,2,Predominantly zone 1,1,40,20,20,1E-12,,0,,0,N,N,N,,,,,
PRLOCA,3,3,Panacinar,1,40,20,20,1E-12,,0,,0,N,N,N,,,,,
PRLOCA,4,4,Azonal,1,40,20,20,1E-12,,0,,0,N,N,N,,,,,
PRNBM,0,0,None,1,40,20,20,1E-12,,0,,0,N,N,N,,,,,
